Petition,URL,State,Signatures Count,petition_id,opened_date,debate_threshold_reached,scheduled_debate_date,closed_date
Launch a public inquiry into concerns about free speech in the UK,https://petition.parliament.uk/petitions/721674,closed,2771,721674,2025-04-07,,,2025-10-07
"Require local authorities to add ""unmet needs"" as a Child Protection category",https://petition.parliament.uk/petitions/721682,closed,37,721682,2025-05-15,,,2025-11-15
Review PIP eligibility criteria and award payments based on medical diagnoses,https://petition.parliament.uk/petitions/721692,closed,397,721692,2025-04-08,,,2025-10-08
Revoke the Mutilations (Permitted Procedures) (England) Regulations,https://petition.parliament.uk/petitions/721697,closed,66,721697,2025-05-09,,,2025-11-09
Ban the import of foie gras into the UK,https://petition.parliament.uk/petitions/721701,closed,220,721701,2025-04-10,,,2025-10-10
Require restaurants to list all ingredients in their food when asked,https://petition.parliament.uk/petitions/721734,closed,678,721734,2025-04-23,,,2025-10-23
Make Breathwork and Emotional Wellbeing Part of the National Curriculum,https://petition.parliament.uk/petitions/721736,closed,80,721736,2025-04-08,,,2025-10-08
Make an agreed offer on a property legally binding,https://petition.parliament.uk/petitions/721744,closed,102,721744,2025-04-16,,,2025-10-16
Abolish the five person sponsor requirement for e-petitions,https://petition.parliament.uk/petitions/721779,closed,48,721779,2025-04-09,,,2025-10-09
Require the accuser in rape cases to hand over their phones to the police,https://petition.parliament.uk/petitions/721792,closed,819,721792,2025-04-24,,,2025-10-24
Legally require judges to hear children aged 10+ in family court proceedings,https://petition.parliament.uk/petitions/721795,closed,47,721795,2025-06-04,,,2025-12-04
Repeal the Coronavirus Act 2020,https://petition.parliament.uk/petitions/721819,closed,2921,721819,2025-04-08,,,2025-10-08
Review and support the continued operation of pubs to prevent more closures,https://petition.parliament.uk/petitions/721825,closed,12488,721825,2025-04-08,,,2025-10-08
Protect Disability Benefits: Stop Changes to PIP and Universal Credit,https://petition.parliament.uk/petitions/721828,closed,2157,721828,2025-04-14,,,2025-10-14
Ban fracking and drilling operations in coastal communities in England,https://petition.parliament.uk/petitions/721833,closed,148,721833,2025-04-17,,,2025-10-17
Strengthen laws on filming police officers,https://petition.parliament.uk/petitions/721841,closed,43,721841,2025-04-23,,,2025-10-23
Review foreign travel advice for Libya,https://petition.parliament.uk/petitions/721843,closed,1052,721843,2025-04-24,,,2025-10-24
Close national insurance loopholes for limited liability partnerships,https://petition.parliament.uk/petitions/721862,closed,35,721862,2025-04-28,,,2025-10-28
Ban per- and polyfluoroalkyl substances (PFAs) in menstrual products,https://petition.parliament.uk/petitions/721872,closed,79,721872,2025-04-09,,,2025-10-09
Lower citizenship application fees if in UK 10+ years with British born children,https://petition.parliament.uk/petitions/721877,closed,19,721877,2025-04-30,,,2025-10-30
Change free childcare scheme to direct payments into Tax-Free Childcare accts,https://petition.parliament.uk/petitions/721888,closed,1457,721888,2025-04-24,,,2025-10-24
Stop PIP Cuts: Protect Support for Disabled People,https://petition.parliament.uk/petitions/721918,closed,4234,721918,2025-04-14,,,2025-10-14
Review attendance rules in schools to support children with health requirements,https://petition.parliament.uk/petitions/721928,closed,58,721928,2025-04-29,,,2025-10-29
National service for young men unlikely to finish school and asylum seekers,https://petition.parliament.uk/petitions/721942,closed,111,721942,2025-05-14,,,2025-11-14
Fund free train travel for seniors,https://petition.parliament.uk/petitions/721979,closed,650,721979,2025-04-15,,,2025-10-15
Ban industry lobbyists from charity boards for 5 years after leaving their job,https://petition.parliament.uk/petitions/721989,closed,40,721989,2025-04-22,,,2025-10-22
Protect Military Families: Mandate 6ft Fences In Gardens,https://petition.parliament.uk/petitions/721991,closed,1060,721991,2025-04-16,,,2025-10-16
Fund planting more hedgerows to increase biodiversity,https://petition.parliament.uk/petitions/721998,closed,51,721998,2025-04-22,,,2025-10-22
Allow Type 1 diabetics to be individually assessed to join the Armed Forces,https://petition.parliament.uk/petitions/722004,closed,111,722004,2025-04-24,,,2025-10-24
Ban councils charging council tax on secondary properties,https://petition.parliament.uk/petitions/722012,closed,80,722012,2025-04-25,,,2025-10-25
Require cyclists to abide by same speed limits as motor vehicles,https://petition.parliament.uk/petitions/722016,closed,67,722016,2025-04-09,,,2025-10-09
Remove business rates and duty on alcohol sold in independently owned pubs,https://petition.parliament.uk/petitions/722044,closed,33,722044,2025-06-02,,,2025-12-02
Ban all UK economic & charitable activities with all illegal settlements,https://petition.parliament.uk/petitions/722076,closed,219,722076,2025-04-10,,,2025-10-10
Pause and review the net zero renewable energy development drive.,https://petition.parliament.uk/petitions/722078,closed,1476,722078,2025-04-30,,,2025-10-30
Review the PIP assessment process to adjust for neurodivergence and trauma,https://petition.parliament.uk/petitions/722084,closed,299,722084,2025-04-22,,,2025-10-22
Ban schools from suspending pupils under the age of 7,https://petition.parliament.uk/petitions/722096,closed,37,722096,2025-04-09,,,2025-10-09
Require schools to display school meal nutritional information,https://petition.parliament.uk/petitions/722105,closed,41,722105,2025-04-16,,,2025-10-16
Reduce the qualifying period for workplace pensions for emergency servicemen,https://petition.parliament.uk/petitions/722106,closed,15,722106,2025-04-16,,,2025-10-16
Hold Gig Economy Delivery companies accountable for ensuring legal road use,https://petition.parliament.uk/petitions/722118,closed,116,722118,2025-04-25,,,2025-10-25
Require all military sexual assault claims be handled by civilian authorities,https://petition.parliament.uk/petitions/722126,closed,104,722126,2025-04-14,,,2025-10-14
Ban town centre management companies and rangers,https://petition.parliament.uk/petitions/722138,closed,16,722138,2025-04-23,,,2025-10-23
Funding for ASD and ADHD assessments for children within 18 months of referral,https://petition.parliament.uk/petitions/722178,closed,189,722178,2025-04-16,,,2025-10-16
Fund cervical smear tests for women above age 64,https://petition.parliament.uk/petitions/722196,closed,71,722196,2025-04-17,,,2025-10-17
Regulate telemetric / AI robots,https://petition.parliament.uk/petitions/722205,closed,90,722205,2025-04-17,,,2025-10-17
Provide funding for local authorities to have more electric buses,https://petition.parliament.uk/petitions/722212,closed,34,722212,2025-04-09,,,2025-10-09
Change business rates relief for 25/26 back to 75%.,https://petition.parliament.uk/petitions/722220,closed,497,722220,2025-04-11,,,2025-10-11
Allocate funding to allow unpaid carers one night off,https://petition.parliament.uk/petitions/722224,closed,94,722224,2025-04-28,,,2025-10-28
Legislate to require tech companies to offer parental controls for under 17's,https://petition.parliament.uk/petitions/722248,closed,208,722248,2025-05-20,,,2025-11-20
"Fund more, newly designed knife banks outside every police station",https://petition.parliament.uk/petitions/722249,closed,225,722249,2025-04-22,,,2025-10-22
Fund access to abiraterone in England for high-risk prostate cancer patients,https://petition.parliament.uk/petitions/722253,closed,1032,722253,2025-04-17,,,2025-10-17
Do not refer to the state pensions as a benefit,https://petition.parliament.uk/petitions/722255,closed,288,722255,2025-04-17,,,2025-10-17
Require by law all sports netting to be tied up when not in use,https://petition.parliament.uk/petitions/722303,closed,12131,722303,2025-04-15,,,2025-10-15
"Regularly review public sector pay, and cap it at £50k per year",https://petition.parliament.uk/petitions/722314,closed,32,722314,2025-04-16,,,2025-10-16
Mandate Training for Large Land Purchasers to Protect the Countryside,https://petition.parliament.uk/petitions/722327,closed,77,722327,2025-06-12,,,2025-12-12
Require employers to provide 6 days of fully paid sick leave each year,https://petition.parliament.uk/petitions/722340,closed,50,722340,2025-04-29,,,2025-10-29
Impose retaliatory tariffs on US goods,https://petition.parliament.uk/petitions/722342,closed,45,722342,2025-04-17,,,2025-10-17
Legalise Bow Hunting,https://petition.parliament.uk/petitions/722350,closed,127,722350,2025-04-17,,,2025-10-17
Review enforcement of break time rules in the private care sector,https://petition.parliament.uk/petitions/722352,closed,17,722352,2025-04-22,,,2025-10-22
Withdraw the Children's Wellbeing and Schools Bill,https://petition.parliament.uk/petitions/722377,closed,166496,722377,2025-04-25,2025-10-07,2025-12-01,2025-10-25
Require CCTV in all nursery & child-minding settings,https://petition.parliament.uk/petitions/722388,closed,1064,722388,2025-04-23,,,2025-10-23
Ban realistic AI images claiming to depict politicians being published online.,https://petition.parliament.uk/petitions/722397,closed,53,722397,2025-04-11,,,2025-10-11
Review measures to tackle tax evasion and end offshore tax loopholes,https://petition.parliament.uk/petitions/722399,closed,154,722399,2025-04-17,,,2025-10-17
Child contact with parent arrested/bailed for domestic abuse to be supervised ,https://petition.parliament.uk/petitions/722406,closed,33,722406,2025-04-29,,,2025-10-29
Create AI-driven policy simulation game to boost public engagement and earn UBI,https://petition.parliament.uk/petitions/722407,closed,16,722407,2025-04-17,,,2025-10-17
Reduce Government Spending on Consultancies,https://petition.parliament.uk/petitions/722409,closed,55,722409,2025-04-23,,,2025-10-23
Exempt all registered motorcycles from paying Vehicle Excise Duty,https://petition.parliament.uk/petitions/722410,closed,154,722410,2025-04-22,,,2025-10-22
Review the legislation governing the credit rating system,https://petition.parliament.uk/petitions/722426,closed,39,722426,2025-04-17,,,2025-10-17
Provide free education transport for children aged 16-19 with EHCPs,https://petition.parliament.uk/petitions/722438,closed,504,722438,2025-04-29,,,2025-10-29
Require state-funded free-entry museums to charge a £5 entry fee for tourists,https://petition.parliament.uk/petitions/722443,closed,46,722443,2025-04-22,,,2025-10-22
Fund all GP surgeries to provide blood tests to patients with chronic illnesses,https://petition.parliament.uk/petitions/722446,closed,737,722446,2025-04-17,,,2025-10-17
Suspend parental rights when arrested on suspicion of murdering the child,https://petition.parliament.uk/petitions/722453,closed,560,722453,2025-04-28,,,2025-10-28
Provide funding on the improvement on social housing conditions.,https://petition.parliament.uk/petitions/722462,closed,48,722462,2025-04-17,,,2025-10-17
Call for a ceasefire in South Sudan & more humanitarian aid access,https://petition.parliament.uk/petitions/722465,closed,141,722465,2025-04-25,,,2025-10-25
Introduce a nationwide Baby Box scheme,https://petition.parliament.uk/petitions/722467,closed,42,722467,2025-05-01,,,2025-11-01
Amend Law to Permit Cockerels on Allotments,https://petition.parliament.uk/petitions/722482,closed,23,722482,2025-04-10,,,2025-10-10
Ban rodent traps that kill or hurt mice and other rodents,https://petition.parliament.uk/petitions/722485,closed,150,722485,2025-04-15,,,2025-10-15
Create a specific Minimum Wage for Security Personnel 10% higher than NMW,https://petition.parliament.uk/petitions/722518,closed,37,722518,2025-04-11,,,2025-10-11
Review road tax to fairly account for vehicle age and emissions,https://petition.parliament.uk/petitions/722527,closed,102,722527,2025-04-17,,,2025-10-17
Require companies to pay domiciliary care workers for on-call night shifts,https://petition.parliament.uk/petitions/722540,closed,22,722540,2025-04-28,,,2025-10-28
Require leisure companies to provide exclusive Additional Learning Need sessions,https://petition.parliament.uk/petitions/722557,closed,81,722557,2025-04-11,,,2025-10-11
Reverse the burden of proof in relation to consent in sexual assault cases,https://petition.parliament.uk/petitions/722562,closed,219,722562,2025-05-09,,,2025-11-09
Increase funding for schools and colleges,https://petition.parliament.uk/petitions/722583,closed,90,722583,2025-04-15,,,2025-10-15
Scrap the ‘3-Month Before and 9-Month After’ Rule for PIP Eligibility,https://petition.parliament.uk/petitions/722586,closed,99,722586,2025-04-16,,,2025-10-16
Ban prisoners and violent ex-convicts working in slaughterhouses,https://petition.parliament.uk/petitions/722692,closed,42,722692,2025-05-07,,,2025-11-07
Add more life skills to the national curriculum for secondary education,https://petition.parliament.uk/petitions/722726,closed,70,722726,2025-04-17,,,2025-10-17
Make the sex offender's registry publicly available to view for everyone.,https://petition.parliament.uk/petitions/722730,closed,11666,722730,2025-04-22,,,2025-10-22
Require an expert to examine a pet before seizure under the Dangerous Dogs Act,https://petition.parliament.uk/petitions/722737,closed,227,722737,2025-04-23,,,2025-10-23
Keep the LCWRA Universal Credit component for under 22's,https://petition.parliament.uk/petitions/722749,closed,180,722749,2025-04-24,,,2025-10-24
Cap the costs of gifts for MPs at £150,https://petition.parliament.uk/petitions/722772,closed,129,722772,2025-04-15,,,2025-10-15
Reinstate the Sustainable Farming Incentive (SFI) to support farmers and nature,https://petition.parliament.uk/petitions/722785,closed,182,722785,2025-04-22,,,2025-10-22
Increase funding for research into coeliac disease and treatment options,https://petition.parliament.uk/petitions/722789,closed,133,722789,2025-04-25,,,2025-10-25
Make misogyny a hate crime.,https://petition.parliament.uk/petitions/722809,closed,151,722809,2025-04-11,,,2025-10-11
New parental chaperone right in the entertainment industry,https://petition.parliament.uk/petitions/722813,closed,27,722813,2025-04-30,,,2025-10-30
Make all grass verge parking illegal,https://petition.parliament.uk/petitions/722818,closed,265,722818,2025-04-16,,,2025-10-16
Make Dependent Visa Extension Periods Flexible to Prevent Unnecessary IHS Fees,https://petition.parliament.uk/petitions/722857,closed,15,722857,2025-04-25,,,2025-10-25
Require Local Authorities to provide more notice for care funding rates,https://petition.parliament.uk/petitions/722859,closed,432,722859,2025-05-01,,,2025-11-01
Require full public consultation on proposed PIP reforms in the Green Paper,https://petition.parliament.uk/petitions/722864,closed,220,722864,2025-05-07,,,2025-11-07
Remove all duplicate telecommunications infrastructure & enforce sharing deals,https://petition.parliament.uk/petitions/722865,closed,506,722865,2025-04-25,,,2025-10-25
Ensure the renewal of LPWGS beyond March 2026 without any caps,https://petition.parliament.uk/petitions/722870,closed,210,722870,2025-04-23,,,2025-10-23
Ban insurance companies requiring women to declare taking HRT for menopause,https://petition.parliament.uk/petitions/722874,closed,57,722874,2025-04-29,,,2025-10-29
Review replacing JSA & ESA with Unemployment Insurance for overseas citizens,https://petition.parliament.uk/petitions/722881,closed,11,722881,2025-05-01,,,2025-11-01
Introduce mandatory anti-bullying programmes in schools,https://petition.parliament.uk/petitions/722882,closed,167,722882,2025-04-29,,,2025-10-29
MPs to receive positive feedback from constituents before getting paid.,https://petition.parliament.uk/petitions/722894,closed,59,722894,2025-04-22,,,2025-10-22
Repeal the Online Safety Act,https://petition.parliament.uk/petitions/722903,closed,550137,722903,2025-04-22,2025-07-25,2025-12-15,2025-10-22
Grant asylum to White South Africans and provide emergency support,https://petition.parliament.uk/petitions/722909,closed,157,722909,2025-05-20,,,2025-11-20
Ban companies from charging more for hygiene products targeted to females,https://petition.parliament.uk/petitions/722919,closed,263,722919,2025-04-17,,,2025-10-17
Give conditional amnesty to undocumented migrants living in the UK for 10+ years,https://petition.parliament.uk/petitions/722957,closed,56,722957,2025-04-24,,,2025-10-24
Require new cars to include a spare wheel,https://petition.parliament.uk/petitions/722979,closed,65,722979,2025-04-22,,,2025-10-22
Require all employers to give full-time employees 30 days annual leave,https://petition.parliament.uk/petitions/722984,closed,126,722984,2025-04-17,,,2025-10-17
Owners to be able to claim compensation for pet suffering due to vet negligence,https://petition.parliament.uk/petitions/722985,closed,109,722985,2025-05-08,,,2025-11-08
Penalties for Local Authorities if their EHCP decision is overturned at Tribunal,https://petition.parliament.uk/petitions/723001,closed,3562,723001,2025-04-25,,,2025-10-25
Increase max sentence for injury caused due to dangerous driving to 10 years,https://petition.parliament.uk/petitions/723004,closed,591,723004,2025-04-23,,,2025-10-23
Lower the age for invites to regular mammograms to 21,https://petition.parliament.uk/petitions/723013,closed,119,723013,2025-04-22,,,2025-10-22
Fund every GP to have a dedicated Chronic Pain/Fibromyalgia Practitioner.,https://petition.parliament.uk/petitions/723029,closed,207,723029,2025-04-22,,,2025-10-22
Require All Local Authorities To Ensure That All Taxi Ranks Are Accessible,https://petition.parliament.uk/petitions/723033,closed,29,723033,2025-04-28,,,2025-10-28
Lower the age of child criminal responsibility for attacks and murder,https://petition.parliament.uk/petitions/723050,closed,69,723050,2025-04-30,,,2025-10-30
Automatic Deputyship to parents once child with disabilities turns 18,https://petition.parliament.uk/petitions/723071,closed,189,723071,2025-04-22,,,2025-10-22
Require local authorities to freeze Council Tax at current levels,https://petition.parliament.uk/petitions/723076,closed,55,723076,2025-04-28,,,2025-10-28
Make the climate emergency a lawful excuse in criminal cases,https://petition.parliament.uk/petitions/723083,closed,450,723083,2025-05-13,,,2025-11-13
Ban the sale of defaced power tools & large power tool sales at car boot fairs,https://petition.parliament.uk/petitions/723110,closed,90,723110,2025-04-28,,,2025-10-28
Collect water from motorways & add more lighting to make them safer to drive on,https://petition.parliament.uk/petitions/723113,closed,22,723113,2025-04-23,,,2025-10-23
Prohibit the wearing of all full-face coverings in public spaces,https://petition.parliament.uk/petitions/723131,closed,71145,723131,2025-05-02,,,2025-11-02
Repeal the Human Rights Act 1998,https://petition.parliament.uk/petitions/723147,closed,290,723147,2025-04-28,,,2025-10-28
Review and reform the court system to address delays,https://petition.parliament.uk/petitions/723186,closed,40,723186,2025-04-30,,,2025-10-30
Require parliamentary supermajority for certain overseas military action & bases,https://petition.parliament.uk/petitions/723202,closed,26,723202,2025-05-13,,,2025-11-13
Abolish all taxpayer-funded expenses for government employees,https://petition.parliament.uk/petitions/723203,closed,112,723203,2025-04-29,,,2025-10-29
Ban the production and sale of small animal cages,https://petition.parliament.uk/petitions/723214,closed,795,723214,2025-04-25,,,2025-10-25
Call for the UK to Withdraw from the 1951 Refugee Convention,https://petition.parliament.uk/petitions/723216,closed,450,723216,2025-04-25,,,2025-10-25
Raise the minimum legal age to make adult content to 25,https://petition.parliament.uk/petitions/723253,closed,222,723253,2025-04-25,,,2025-10-25
Reform prisons to become self-funded working prisons,https://petition.parliament.uk/petitions/723295,closed,65,723295,2025-05-30,,,2025-11-30
Increase funding for indoor sport facilities for sports like volleyball,https://petition.parliament.uk/petitions/723315,closed,41,723315,2025-06-20,,,2025-12-20
Cap the Indefinite Leave to Remain fee at £3000 ,https://petition.parliament.uk/petitions/723337,closed,357,723337,2025-04-30,,,2025-10-30
Enable Ukrainian students to take their GCSEs in Ukrainian,https://petition.parliament.uk/petitions/723356,closed,90,723356,2025-05-09,,,2025-11-09
Advise the Commonwealth not to grant membership to the USA,https://petition.parliament.uk/petitions/723375,closed,33,723375,2025-05-08,,,2025-11-08
Stop all intelligence sharing with the US,https://petition.parliament.uk/petitions/723411,closed,73,723411,2025-05-01,,,2025-11-01
Ban puppy yoga classes,https://petition.parliament.uk/petitions/723467,closed,43,723467,2025-05-01,,,2025-11-01
Make reading a separate subject on the national curriculum,https://petition.parliament.uk/petitions/723469,closed,18,723469,2025-04-30,,,2025-10-30
Fund campaign and incentives to prioritise British food and reduce food miles,https://petition.parliament.uk/petitions/723471,closed,75,723471,2025-04-30,,,2025-10-30
Increase funding for the DVLA to reduce delays to medical license decisions ,https://petition.parliament.uk/petitions/723482,closed,71,723482,2025-04-28,,,2025-10-28
Create a new legal designation for political parties as distinct legal entities,https://petition.parliament.uk/petitions/723505,closed,22,723505,2025-05-06,,,2025-11-06
Make glasses VAT exempt due to wearer’s having no choice but to wear glasses,https://petition.parliament.uk/petitions/723510,closed,129,723510,2025-04-25,,,2025-10-25
Tag and trace all illegal immigrants,https://petition.parliament.uk/petitions/723533,closed,3033,723533,2025-04-28,,,2025-10-28
Ban housebuilding in the countryside,https://petition.parliament.uk/petitions/723565,closed,79,723565,2025-04-30,,,2025-10-30
Refund student loans for students who studied during the Covid pandemic,https://petition.parliament.uk/petitions/723578,closed,38,723578,2025-04-29,,,2025-10-29
Automatically award Higher Rate PIP to people diagnosed with Parkinson's disease,https://petition.parliament.uk/petitions/723589,closed,80,723589,2025-05-01,,,2025-11-01
Daisy Companion Law: Give emotional support animals equal status to service dogs,https://petition.parliament.uk/petitions/723619,closed,271,723619,2025-04-25,,,2025-10-25
 Require cyclists to pay road tax,https://petition.parliament.uk/petitions/723650,closed,85,723650,2025-04-28,,,2025-10-28
Protect consumers from cosmetic surgery financial scams,https://petition.parliament.uk/petitions/723654,closed,41,723654,2025-05-14,,,2025-11-14
Remove bedroom tax,https://petition.parliament.uk/petitions/723694,closed,150,723694,2025-05-06,,,2025-11-06
Stricter regulation of liquidation processes for debt avoidance,https://petition.parliament.uk/petitions/723712,closed,50,723712,2025-05-06,,,2025-11-06
Create a tax on clothing that contains micro-plastics,https://petition.parliament.uk/petitions/723727,closed,219,723727,2025-04-24,,,2025-10-24
Increase taxes on foreign tech companies & keep the Digital Services Tax,https://petition.parliament.uk/petitions/723728,closed,49,723728,2025-05-21,,,2025-11-21
Review GCSE balance of coursework and exams,https://petition.parliament.uk/petitions/723732,closed,79,723732,2025-05-06,,,2025-11-06
Prohibit cyclists on roads with speed limits over 30mph for public safety,https://petition.parliament.uk/petitions/723840,closed,75,723840,2025-04-24,,,2025-10-24
Decriminalise all drug possession for personal use & fund support,https://petition.parliament.uk/petitions/723858,closed,40,723858,2025-04-24,,,2025-10-24
Remove parental responsibility from parents with criminal records,https://petition.parliament.uk/petitions/723859,closed,28,723859,2025-04-24,,,2025-10-24
Review regulations on Battery Energy Storage Systems,https://petition.parliament.uk/petitions/723869,closed,2994,723869,2025-05-07,,,2025-11-07
"Regulate the sale of high sugar, artificially coloured sweets to children",https://petition.parliament.uk/petitions/723889,closed,34,723889,2025-04-30,,,2025-10-30
Remove speed limits on motorways,https://petition.parliament.uk/petitions/723892,closed,48,723892,2025-05-19,,,2025-11-19
Abolish the sentencing council and revoke its sentencing guidelines,https://petition.parliament.uk/petitions/723905,closed,66,723905,2025-04-25,,,2025-10-25
Promote a national boycott of US goods and travel,https://petition.parliament.uk/petitions/723915,closed,54,723915,2025-05-23,,,2025-11-23
Keep the state pension at 67 for those born before 1977,https://petition.parliament.uk/petitions/723920,closed,1672,723920,2025-04-29,,,2025-10-29
Require broadband providers to offer symmetrical upload and download speeds,https://petition.parliament.uk/petitions/723924,closed,74,723924,2025-05-06,,,2025-11-06
Create a Minister of State for Critical Minerals within DESNZ,https://petition.parliament.uk/petitions/723925,closed,19,723925,2025-04-29,,,2025-10-29
Donate migrant boats to emergency services and volunteer rescue teams,https://petition.parliament.uk/petitions/723938,closed,50,723938,2025-04-28,,,2025-10-28
Require breath analysers to be put in all new cars,https://petition.parliament.uk/petitions/723944,closed,40,723944,2025-04-24,,,2025-10-24
Make GMT+1 permanent in the UK,https://petition.parliament.uk/petitions/723945,closed,38,723945,2025-04-28,,,2025-10-28
"Fair funding for Early Years Care: To allow quality, training, and transparency",https://petition.parliament.uk/petitions/723948,closed,1606,723948,2025-05-07,,,2025-11-07
Review rules on & launch an inquiry into the removal of asbestos,https://petition.parliament.uk/petitions/723956,closed,71,723956,2025-05-01,,,2025-11-01
Abolish IPSA and set MP salaries to 160% of the 'National Living Wage' ,https://petition.parliament.uk/petitions/723958,closed,131,723958,2025-04-29,,,2025-10-29
Do not sign a trade deal with the USA,https://petition.parliament.uk/petitions/723979,closed,965,723979,2025-05-01,,,2025-11-01
Add Assault of a Roadworker to the Crime and Policing Bill,https://petition.parliament.uk/petitions/723981,closed,6800,723981,2025-04-24,,,2025-10-24
"Cancel disposable vape ban, mandate plain packaging & allow 18+ to purchase",https://petition.parliament.uk/petitions/723987,closed,61,723987,2025-04-23,,,2025-10-23
Require religious organisations to publish their child safeguarding policies ,https://petition.parliament.uk/petitions/723990,closed,48,723990,2025-05-01,,,2025-11-01
Abandon DWP Pathways to Work Green Paper & create National Disability Strategy,https://petition.parliament.uk/petitions/723991,closed,11036,723991,2025-04-28,,,2025-10-28
End regional monopolies in the water sector,https://petition.parliament.uk/petitions/724010,closed,56,724010,2025-05-20,,,2025-11-20
Require time & space for Muslim children to pray at school & education,https://petition.parliament.uk/petitions/724018,closed,230,724018,2025-05-13,,,2025-11-13
Require local authorities to fast track Blue Badges for seriously ill children,https://petition.parliament.uk/petitions/724066,closed,158,724066,2025-04-28,,,2025-10-28
Require councils to pause council tax bills for three months ,https://petition.parliament.uk/petitions/724089,closed,838,724089,2025-06-04,,,2025-12-04
Increase funding and strengthen penalties to stop EV charging point vandalism,https://petition.parliament.uk/petitions/724091,closed,57,724091,2025-05-01,,,2025-11-01
Review justice system approach to domestic & sexual abuse & coercive control,https://petition.parliament.uk/petitions/724096,closed,58,724096,2025-05-06,,,2025-11-06
Grant self-governing powers to Yorkshire,https://petition.parliament.uk/petitions/724102,closed,26,724102,2025-04-30,,,2025-10-30
Return the colour of UK passports from blue to red,https://petition.parliament.uk/petitions/724108,closed,33,724108,2025-04-25,,,2025-10-25
Base childcare support for working parents on household income,https://petition.parliament.uk/petitions/724109,closed,74,724109,2025-05-02,,,2025-11-02
Review regulation of water companies,https://petition.parliament.uk/petitions/724126,closed,386,724126,2025-05-12,,,2025-11-12
Require food outlets to label spice levels of all food,https://petition.parliament.uk/petitions/724132,closed,31,724132,2025-05-06,,,2025-11-06
"Higher tax on income of £400,000, and exit tax if they move to another country",https://petition.parliament.uk/petitions/724154,closed,1300,724154,2025-05-06,,,2025-11-06
Establish the AI Security Institute as a statutory body,https://petition.parliament.uk/petitions/724156,closed,39,724156,2025-05-08,,,2025-11-08
Fund and implement A Universal Basic Income (UBI),https://petition.parliament.uk/petitions/724181,closed,178,724181,2025-04-25,,,2025-10-25
Review and publish government guidelines/procedures for state visit invitations,https://petition.parliament.uk/petitions/724217,closed,201,724217,2025-05-09,,,2025-11-09
Harsher punishments for sex offenders and bans near schools,https://petition.parliament.uk/petitions/724225,closed,1282,724225,2025-05-06,,,2025-11-06
Increase NHS funding for women’s health including hubs and access to care,https://petition.parliament.uk/petitions/724227,closed,99,724227,2025-05-30,,,2025-11-30
Adopt the same bus driving hour regulations as used in the EU,https://petition.parliament.uk/petitions/724239,closed,38,724239,2025-05-06,,,2025-11-06
Allow mobile use solely for real-time traffic updates when vehicles are stopped,https://petition.parliament.uk/petitions/724253,closed,24,724253,2025-05-06,,,2025-11-06
Phase out and ban the sale of plastic manual toothbrushes by 2040,https://petition.parliament.uk/petitions/724290,closed,125,724290,2025-04-25,,,2025-10-25
Seek to create UK/European defence force to assist Ukrainian forces,https://petition.parliament.uk/petitions/724317,closed,62,724317,2025-04-28,,,2025-10-28
Prohibit and stop any building on our Green Belt Land,https://petition.parliament.uk/petitions/724330,closed,8382,724330,2025-04-25,,,2025-10-25
Require pension schemes to offer the option to invest in UK companies only ,https://petition.parliament.uk/petitions/724339,closed,40,724339,2025-04-30,,,2025-10-30
Add checkpoints on the border between Ireland & Northern Ireland,https://petition.parliament.uk/petitions/724345,closed,41,724345,2025-04-25,,,2025-10-25
Provide employment right for all to have a paid day off on their birthday,https://petition.parliament.uk/petitions/724372,closed,25,724372,2025-05-01,,,2025-11-01
Ban Drop-off charges at airports,https://petition.parliament.uk/petitions/724381,closed,2222,724381,2025-05-19,,,2025-11-19
Restrict the sale of high caffeine drinks to adults only,https://petition.parliament.uk/petitions/724398,closed,30,724398,2025-04-28,,,2025-10-28
Allow motorbike riders with a current CBT to get road experience without paying.,https://petition.parliament.uk/petitions/724409,closed,25,724409,2025-04-28,,,2025-10-28
Require medical students to work 5 years minimum in the NHS after graduation,https://petition.parliament.uk/petitions/724410,closed,103,724410,2025-05-01,,,2025-11-01
Require election & manifesto pledges to be implemented and legally enforced,https://petition.parliament.uk/petitions/724417,closed,157,724417,2025-05-28,,,2025-11-28
Make neurodiversity training mandatory for all education staff,https://petition.parliament.uk/petitions/724432,closed,30556,724432,2025-04-29,,,2025-10-29
Create a 'Homes for Palestine' Sponsorship and Visa Scheme,https://petition.parliament.uk/petitions/724433,closed,1205,724433,2025-05-01,,,2025-11-01
Oppose revised guidelines on New Medicine Service Subcontracting for Pharmacies,https://petition.parliament.uk/petitions/724435,closed,154,724435,2025-05-06,,,2025-11-06
Allow BNO students in the process of getting ILR to apply as home students,https://petition.parliament.uk/petitions/724441,closed,126,724441,2025-05-23,,,2025-11-23
Remove IT and related roles eligibility for the skilled worker visa,https://petition.parliament.uk/petitions/724513,closed,39,724513,2025-05-19,,,2025-11-19
Only grant asylum to citizens of immediate neighbouring countries,https://petition.parliament.uk/petitions/724525,closed,72,724525,2025-04-29,,,2025-10-29
Require NHS hospitals & clinics to provide after-treatment surveys,https://petition.parliament.uk/petitions/724564,closed,368,724564,2025-05-07,,,2025-11-07
Publish updated statistics on Armed Forces Veteran suicides annually,https://petition.parliament.uk/petitions/724575,closed,5360,724575,2025-05-16,,,2025-11-16
